experiment_id,section_thickness,specimen_id,plane,gene,gene_name,chromosome_id,entrez_id,genomic_reference_update_id,homologene_id,organism_id
70787402,25,70006180,sagittal,Gm10010,predicted gene 10010,51.0,434089.0,491928275.0,,2
74300681,25,73440163,sagittal,Fhod3,formin homology 2 domain containing 3,44.0,225288.0,491928275.0,131209.0,2
70785321,25,69977264,sagittal,Vmn1r226,vomeronasal 1 receptor 226,43.0,171225.0,491928275.0,74362.0,2
68193020,25,557129,sagittal,Ddx56,DEAD (Asp-Glu-Ala-Asp) box polypeptide 56,36.0,52513.0,491928275.0,6498.0,2
583547,25,276590,sagittal,Spock3,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3",53.0,72902.0,491928275.0,9662.0,2
532670,25,275601,sagittal,Spns1,spinster homolog 1,52.0,73658.0,491928275.0,41530.0,2
69407738,25,69026064,sagittal,4833408A19Rik,RIKEN cDNA 4833408A19 gene,45.0,73788.0,491928275.0,,2
69080009,25,68692321,sagittal,Ppa2,pyrophosphatase (inorganic) 2,48.0,74776.0,491928275.0,110974.0,2
71723820,25,70911401,sagittal,Pgp,phosphoglycolate phosphatase,43.0,67078.0,491928275.0,5513.0,2
68797518,25,68151367,sagittal,Rbm27,RNA binding motif protein 27,44.0,225432.0,491928275.0,35410.0,2
71724780,25,70911357,sagittal,Msl3l2,male-specific lethal 3-like 2 (Drosophila),35.0,73390.0,491928275.0,128448.0,2
71656651,25,70896973,sagittal,Polk,"polymerase (DNA directed), kappa",39.0,27015.0,491928275.0,32140.0,2
71022936,25,70873356,sagittal,2310007J06Rik,RIKEN cDNA 2310007J06 gene,40.0,69489.0,491928275.0,,2
68445119,25,67801433,sagittal,Plod2,"procollagen lysine, 2-oxoglutarate 5-dioxygenase 2",54.0,26432.0,491928275.0,22681.0,2
71492838,25,70538473,sagittal,1520401A03Rik,RIKEN cDNA 1520401A03 gene,43.0,320309.0,491928275.0,132430.0,2
75198088,25,75023652,sagittal,Smpdl3a,"sphingomyelin phosphodiesterase, acid-like 3A",35.0,57319.0,491928275.0,4886.0,2
67765718,25,67758207,sagittal,Kctd15,potassium channel tetramerisation domain containing 15,52.0,233107.0,491928275.0,11450.0,2
74821743,25,74495115,sagittal,Traf3ip1,TRAF3 interacting protein 1,34.0,74019.0,491928275.0,22913.0,2
74431393,25,73540613,sagittal,5330438D12Rik,RIKEN cDNA 5330438D12 gene,35.0,327824.0,491928275.0,,2
70919328,25,70091356,sagittal,Fibp,fibroblast growth factor (acidic) intracellular binding protein,45.0,58249.0,491928275.0,3106.0,2
73497711,25,72575805,sagittal,1700063K16Rik,RIKEN cDNA 1700063K16 gene,42.0,76610.0,491928275.0,,2
73834373,25,72008751,sagittal,D230038L04Rik*,RIKEN cDNA D230038L04 gene (non-RefSeq),,,,,2
73906473,25,71993631,sagittal,4733401D07Rik*,RIKEN cDNA 4733401D07 gene (non-RefSeq),,,,,2
72183003,25,71298818,sagittal,6820408C15Rik,RIKEN cDNA 6820408C15 gene,47.0,228778.0,491928275.0,51916.0,2
70723032,25,69922314,sagittal,Nsa2-ps1,"NSA2 ribosome biogenesis homolog, pseudogene 1",45.0,433230.0,491928275.0,132847.0,2
70301937,25,69594311,sagittal,Rsph14,radial spoke head homolog 14 (Chlamydomonas),35.0,71236.0,491928275.0,49382.0,2
70295888,25,69585023,sagittal,Gm128,predicted gene 128,48.0,229588.0,491928275.0,9885.0,2
69980340,25,69454425,sagittal,Tgoln2,trans-golgi network protein 2,,22135.0,491928275.0,,2
71587589,25,70803399,sagittal,Dppa1,developmental pluripotency associated 1,36.0,347708.0,491928275.0,52259.0,2
69549640,25,69278856,sagittal,Dnajb5,"DnaJ (Hsp40) homolog, subfamily B, member 5",49.0,56323.0,491928275.0,8176.0,2
74724175,25,74357311,sagittal,Olfr555,olfactory receptor 555,52.0,259107.0,491928275.0,51817.0,2
68196982,25,591099,sagittal,Sh3gl2,SH3-domain GRB2-like 2,49.0,20404.0,491928275.0,20652.0,2
68162214,25,413725,sagittal,Lsm6,"LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)",53.0,78651.0,491928275.0,38271.0,2
69626927,25,69253061,sagittal,Dna2,DNA replication helicase 2 homolog (yeast),35.0,327762.0,491928275.0,6124.0,2
69174511,25,68804334,sagittal,Polb,"polymerase (DNA directed), beta",53.0,18970.0,491928275.0,2013.0,2
69114328,25,68740734,sagittal,1700028P14Rik,RIKEN cDNA 1700028P14 gene,45.0,67483.0,491928275.0,49850.0,2
70565891,25,70431029,sagittal,Map6d1,MAP6 domain containing 1,42.0,208158.0,491928275.0,11763.0,2
71281807,25,70404819,sagittal,Kctd2,potassium channel tetramerisation domain containing 2,36.0,70382.0,491928275.0,82389.0,2
77793179,25,77792029,sagittal,Gjb4,"gap junction protein, beta 4",49.0,14621.0,491928275.0,7339.0,2
72182959,25,71282160,sagittal,4933430I17Rik,RIKEN cDNA 4933430I17 gene,49.0,214106.0,491928275.0,51897.0,2
71891910,25,71083033,sagittal,Ccdc7,coiled-coil domain containing 7,53.0,74703.0,491928275.0,49919.0,2
68269646,25,67501043,sagittal,Mgst1,microsomal glutathione S-transferase 1,51.0,56615.0,491928275.0,10544.0,2
71021177,25,70123636,sagittal,Sbspon,"somatomedin B and thrombospondin, type 1 domain containing",34.0,226866.0,491928275.0,45950.0,2
70785331,25,69977327,sagittal,Vmn1r228,vomeronasal 1 receptor 228,43.0,171226.0,491928275.0,74320.0,2
70546360,25,69744834,sagittal,Plekha6,"pleckstrin homology domain containing, family A member 6",34.0,240753.0,491928275.0,8961.0,2
70218492,25,69525328,sagittal,4931431C16Rik,RIKEN cDNA 4931431C16 gene,50.0,74364.0,491928275.0,,2
69526850,25,69485970,sagittal,Arid4a,AT rich interactive domain 4A (RBP1-like),37.0,238247.0,491928275.0,11303.0,2
69857040,25,69454243,sagittal,Gpr160,G protein-coupled receptor 160,48.0,71862.0,491928275.0,8659.0,2
69838744,25,69426225,sagittal,Recql5,RecQ protein-like 5,36.0,170472.0,491928275.0,31232.0,2
69838759,25,69434083,sagittal,Ahcyl1,S-adenosylhomocysteine hydrolase-like 1,48.0,229709.0,491928275.0,77353.0,2
68203485,25,645619,sagittal,Acadvl,"acyl-Coenzyme A dehydrogenase, very long chain",36.0,11370.0,491928275.0,5.0,2
69736304,25,69333108,sagittal,Ltbp2,latent transforming growth factor beta binding protein 2,37.0,16997.0,491928275.0,369.0,2
71809521,25,71035685,sagittal,Col6a6,"collagen, type VI, alpha 6",54.0,245026.0,491928275.0,18260.0,2
69174341,25,68770667,sagittal,Ndufab1,"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1",52.0,70316.0,491928275.0,80336.0,2
71764357,25,70999128,sagittal,Prss38,"protease, serine 38",36.0,216797.0,491928275.0,18831.0,2
69116498,25,68748554,sagittal,Trim69,tripartite motif-containing 69,47.0,70928.0,491928275.0,18827.0,2
68301533,25,68123417,sagittal,Actn4,actinin alpha 4,52.0,60595.0,491928275.0,55857.0,2
71587613,25,70803399,sagittal,Lilra5,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5",52.0,232801.0,491928275.0,83297.0,2
68499165,25,67928804,sagittal,Ugt2a3,"UDP glucuronosyltransferase 2 family, polypeptide A3",50.0,72094.0,491928275.0,41585.0,2
68445018,25,67801425,sagittal,Hsd3b2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",48.0,15493.0,491928275.0,69149.0,2
74724061,25,74343267,sagittal,Olfr366,olfactory receptor 366,47.0,236509.0,491928275.0,114744.0,2
73497168,25,72575781,sagittal,Hdac9,histone deacetylase 9,37.0,79221.0,491928275.0,130731.0,2
71209994,25,70298621,sagittal,Mm.360537,Unigene Mm.360537,,,,,2
74277303,25,72172795,sagittal,Wdr72,WD repeat domain 72,54.0,546144.0,491928275.0,52326.0,2
70303905,25,70248824,sagittal,Lrrc74b,leucine rich repeat containing 74B,42.0,74685.0,491928275.0,25894.0,2
74000498,25,72008743,sagittal,A730049K10Rik*,RIKEN cDNA A730049K10 gene (non-RefSeq),,,,,2
73584705,25,71414913,sagittal,Zfp579,zinc finger protein 579,52.0,68490.0,491928275.0,17629.0,2
70723277,25,69941462,sagittal,LOC433473,similar to KIAA0912 protein,47.0,433473.0,491928275.0,,2
73513780,25,71414672,sagittal,Gbf1,golgi-specific brefeldin A-resistance factor 1,45.0,107338.0,491928275.0,37897.0,2
71280613,25,71121225,sagittal,Serpinb9c,"serine (or cysteine) peptidase inhibitor, clade B, member 9c",39.0,20707.0,491928275.0,,2
70302551,25,69619421,sagittal,Tnfrsf10b,"tumor necrosis factor receptor superfamily, member 10b",40.0,21933.0,491928275.0,129806.0,2
70239057,25,69573491,sagittal,Usp44,ubiquitin specific peptidase 44,35.0,327799.0,491928275.0,129798.0,2
69874174,25,69426128,sagittal,Smarcc1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",54.0,20588.0,491928275.0,68296.0,2
69818206,25,69409311,sagittal,Rnasel,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)",34.0,24014.0,491928275.0,8040.0,2
68193062,25,583779,sagittal,Tcaf2,"family with sequence similarity 115, member C",51.0,232748.0,491928275.0,17147.0,2
69672880,25,69253121,sagittal,Git1,G protein-coupled receptor kinase-interactor 1,36.0,216963.0,491928275.0,32204.0,2
71724822,25,70911451,sagittal,B3gat1,"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)",54.0,76898.0,491928275.0,49551.0,2
70528222,25,70430981,sagittal,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",49.0,56737.0,491928275.0,5930.0,2
69540543,25,69163493,sagittal,Cct3,"chaperonin containing Tcp1, subunit 3 (gamma)",48.0,12462.0,491928275.0,4373.0,2
75985912,25,75343379,sagittal,Prdm1,"PR domain containing 1, with ZNF domain",35.0,12142.0,491928275.0,925.0,2
69261407,25,68909608,sagittal,Lpxn,leupaxin,45.0,107321.0,491928275.0,3536.0,2
69290794,25,68879812,sagittal,Zfp128,zinc finger protein 128,52.0,243833.0,491928275.0,10889.0,2
68301132,25,68123377,sagittal,Hyal1,hyaluronoglucosaminidase 1,54.0,15586.0,491928275.0,5277.0,2
70784600,25,69965087,sagittal,LOC436226,similar to PROHIBITIN (B-CELL RECEPTOR ASSOCIATED PROTEIN 32) (BAP 32),57.0,436226.0,491928275.0,,2
68341585,25,67965801,sagittal,Mbtd1,mbt domain containing 1,36.0,103537.0,491928275.0,41185.0,2
70593135,25,69837517,sagittal,Clca3b,chloride channel calcium activated 3B,48.0,229927.0,491928275.0,77224.0,2
74724109,25,74343271,sagittal,Olfr450,olfactory receptor 450,51.0,258437.0,491928275.0,51720.0,2
67979041,25,67963908,sagittal,Apobec3,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3",41.0,80287.0,491928275.0,105420.0,2
74514375,25,73620053,sagittal,Bpifb4,"BPI fold containing family B, member 4",47.0,381399.0,491928275.0,66971.0,2
70300911,25,69594241,sagittal,Prdx6b,peroxiredoxin 6B,47.0,320769.0,491928275.0,,2
71234530,25,71121517,sagittal,Nlrp10,"NLR family, pyrin domain containing 10",52.0,244202.0,491928275.0,18468.0,2
70191985,25,69466152,sagittal,Tpbpa,trophoblast specific protein alpha,39.0,21984.0,491928275.0,49203.0,2
69980316,25,69454408,sagittal,Tgm2,"transglutaminase 2, C polypeptide",47.0,21817.0,491928275.0,3391.0,2
69816410,25,69371214,sagittal,1700020N01Rik,RIKEN cDNA 1700020N01 gene,35.0,67692.0,491928275.0,,2
68443244,25,67809196,sagittal,Aurka,aurora kinase A,47.0,20878.0,491928275.0,2670.0,2
68444660,25,67801413,sagittal,Map2k3os,"mitogen-activated protein kinase kinase 3, opposite strand",36.0,24082.0,491928275.0,,2
67978472,25,378413,sagittal,Derl1,"Der1-like domain family, member 1",41.0,67819.0,491928275.0,11483.0,2
69734584,25,69196954,sagittal,Grb2,growth factor receptor bound protein 2,36.0,14784.0,491928275.0,1576.0,2
69527000,25,69163529,sagittal,Atp8a2,"ATPase, aminophospholipid transporter-like, class I, type 8A, member 2",40.0,50769.0,491928275.0,4443.0,2
386263,25,104444,sagittal,Pcca,"propionyl-Coenzyme A carboxylase, alpha polypeptide",40.0,110821.0,491928275.0,236.0,2
70298411,25,70248289,sagittal,Tmem171,transmembrane protein 171,39.0,380863.0,491928275.0,18301.0,2
70298358,25,70248281,sagittal,Grxcr2,"glutaredoxin, cysteine rich 2",44.0,332309.0,491928275.0,85304.0,2
69290818,25,68879812,sagittal,Zfp219,zinc finger protein 219,40.0,69890.0,491928275.0,9504.0,2
69028659,25,68671009,sagittal,Gbp6,guanylate binding protein 6,50.0,100702.0,491928275.0,128731.0,2
74724091,25,74343249,sagittal,Olfr420,olfactory receptor 420,34.0,258302.0,491928275.0,17185.0,2
74720985,25,74343245,sagittal,Olfr314,olfactory receptor 314,36.0,257917.0,491928275.0,88349.0,2
68745179,25,68350151,sagittal,Crtap,cartilage associated protein,54.0,56693.0,491928275.0,21280.0,2
70201385,25,70044750,sagittal,Eid3,EP300 interacting inhibitor of differentiation 3,35.0,66341.0,491928275.0,81651.0,2
70595877,25,69778879,sagittal,Gm16938,"predicted gene, 16938",52.0,330599.0,491928275.0,,2
70228525,25,69534668,sagittal,A630012P03Rik,RIKEN cDNA A630012P03 gene,57.0,100504594.0,491928275.0,,2
69735078,25,69204521,sagittal,Hpcal4,hippocalcin-like 4,49.0,170638.0,491928275.0,9441.0,2
71495173,25,70614070,sagittal,Phrf1,PHD and ring finger domains 1,52.0,101471.0,491928275.0,16377.0,2
70473999,25,70430701,sagittal,Smoc1,SPARC related modular calcium binding 1,37.0,64075.0,491928275.0,56943.0,2
69530846,25,69154291,sagittal,Dusp27,dual specificity phosphatase 27 (putative),34.0,240892.0,491928275.0,18949.0,2
69114715,25,68731430,sagittal,Ube2d2b,ubiquitin-conjugating enzyme E2D 2B,50.0,73318.0,491928275.0,,2
68157405,25,355073,sagittal,Suv39h1,suppressor of variegation 3-9 homolog 1 (Drosophila),57.0,20937.0,491928275.0,2388.0,2
69015140,25,68579616,sagittal,Jmjd6,jumonji domain containing 6,36.0,107817.0,491928275.0,9046.0,2
75931624,25,75335358,sagittal,4930522H14Rik,RIKEN cDNA 4930522H14 gene,49.0,67646.0,491928275.0,49856.0,2
513010,25,220485,sagittal,Atl2,atlastin GTPase 2,43.0,56298.0,491928275.0,56949.0,2
70723211,25,69941333,sagittal,LOC433394,hypothetical gene supported by AK049853,34.0,433394.0,491928275.0,,2
68546386,25,67966245,sagittal,Tmem147,transmembrane protein 147,52.0,69804.0,491928275.0,12330.0,2
70720256,25,69914481,sagittal,Cpeb3,cytoplasmic polyadenylation element binding protein 3,45.0,208922.0,491928275.0,40992.0,2
68443286,25,67795918,sagittal,Fubp1,far upstream element (FUSE) binding protein 1,48.0,51886.0,491928275.0,48253.0,2
67765728,25,67758215,sagittal,Mpg,N-methylpurine-DNA glycosylase,36.0,268395.0,491928275.0,1824.0,2
70610402,25,69837503,sagittal,Efhb,"EF hand domain family, member B",43.0,211482.0,491928275.0,16982.0,2
75831778,25,74785058,sagittal,Spata9,spermatogenesis associated 9,39.0,75571.0,491928275.0,12609.0,2
74720811,25,74343233,sagittal,Olfr1396,olfactory receptor 1396,36.0,258334.0,491928275.0,28537.0,2
70295876,25,69585023,sagittal,Gm561,predicted gene 561,47.0,228715.0,491928275.0,121710.0,2
74056214,25,72147857,sagittal,Vmn1r235,vomeronasal 1 receptor 235,43.0,171233.0,491928275.0,74360.0,2
72182950,25,71282143,sagittal,4930458A03Rik,RIKEN cDNA 4930458A03 gene,50.0,330146.0,491928275.0,,2
69873947,25,69426116,sagittal,Slc39a10,"solute carrier family 39 (zinc transporter), member 10",34.0,227059.0,491928275.0,34076.0,2
71991786,25,71167255,sagittal,LOC386486,similar to FLJ20859 protein; false p73 target,40.0,386486.0,491928275.0,,2
69873773,25,69426179,sagittal,St8sia4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",34.0,20452.0,491928275.0,4147.0,2
69672832,25,69253081,sagittal,Gclm,"glutamate-cysteine ligase, modifier subunit",48.0,14630.0,491928275.0,1557.0,2
583849,25,583820,sagittal,Plekhh3,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 3",36.0,217198.0,491928275.0,11787.0,2
71891761,25,71061883,sagittal,4930447C04Rik,RIKEN cDNA 4930447C04 gene,37.0,75801.0,491928275.0,49922.0,2
69134340,25,69084349,sagittal,Palb2,partner and localizer of BRCA2,52.0,233826.0,491928275.0,11652.0,2
67978785,25,355041,sagittal,Sgk3,serum/glucocorticoid regulated kinase 3,34.0,170755.0,491928275.0,56582.0,2
68843811,25,68678191,sagittal,Pom121,nuclear pore membrane protein 121,50.0,107939.0,491928275.0,70878.0,2
71569121,25,70703527,sagittal,Pdzd7,PDZ domain containing 7,45.0,100503041.0,491928275.0,129509.0,2
74734830,25,74357319,sagittal,Olfr678,olfactory receptor 678,52.0,258753.0,491928275.0,27254.0,2
68745396,25,68350171,sagittal,Pld2,phospholipase D2,36.0,18806.0,491928275.0,55672.0,2
68632948,25,68203576,sagittal,Dhrs11,dehydrogenase/reductase (SDR family) member 11,36.0,192970.0,491928275.0,41560.0,2
71211359,25,70309871,sagittal,Zdhhc8,"zinc finger, DHHC domain containing 8",42.0,27801.0,491928275.0,8363.0,2
68844325,25,68151376,sagittal,Git2,G protein-coupled receptor kinase-interactor 2,50.0,26431.0,491928275.0,41336.0,2
68499314,25,67928812,sagittal,Atg2b,autophagy related 2B,37.0,76559.0,491928275.0,9974.0,2
74300723,25,73440167,sagittal,Slc4a3,"solute carrier family 4 (anion exchanger), member 3",34.0,20536.0,491928275.0,129474.0,2
76003520,25,75515784,sagittal,Dusp22,dual specificity phosphatase 22,39.0,105352.0,491928275.0,86039.0,2
71210019,25,70298621,sagittal,Mm.371778,Unigene Mm.371778,,,,,2
71764751,25,71735861,sagittal,Otol1,otolin 1 homolog (zebrafish),48.0,229389.0,491928275.0,19018.0,2
71891982,25,71083115,sagittal,4930584F24Rik,RIKEN cDNA 4930584F24 gene,50.0,75942.0,491928275.0,,2
69734947,25,69637013,sagittal,Hccs,holocytochrome c synthetase,57.0,15159.0,491928275.0,3897.0,2
70218606,25,69525340,sagittal,Ubqln3,ubiquilin 3,52.0,244178.0,491928275.0,9700.0,2
67764911,25,294957,sagittal,Pias3,protein inhibitor of activated STAT 3,48.0,229615.0,491928275.0,4447.0,2
69735377,25,69289570,sagittal,Il17rd,interleukin 17 receptor D,40.0,171463.0,491928275.0,9717.0,2
71610840,25,70822183,sagittal,Anp32e,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E",48.0,66471.0,491928275.0,41519.0,2
413770,25,149440,sagittal,Nqo1,"NAD(P)H dehydrogenase, quinone 1",53.0,18104.0,491928275.0,695.0,2
69549184,25,69253101,sagittal,Tceanc2,transcription elongation factor A (SII) N-terminal and central domain containing 2,49.0,66526.0,491928275.0,11984.0,2
70918976,25,70666285,sagittal,BC002163,cDNA sequence BC002163,42.0,170658.0,491928275.0,,2
69446893,25,69059388,sagittal,Raph1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,34.0,77300.0,491928275.0,128789.0,2
71494635,25,70614017,sagittal,9430088L24Rik,RIKEN cDNA 9430088L24 gene,47.0,381380.0,491928275.0,,2
69407319,25,68950380,sagittal,D6Bwg1452e,"DNA segment, Chr 6, Brigham & Women's Genetics 1452 expressed",49.0,242610.0,491928275.0,,2
71456146,25,70538386,sagittal,Lias,lipoic acid synthetase,50.0,79464.0,491928275.0,4997.0,2
75828185,25,75238493,sagittal,Slpi,secretory leukocyte peptidase inhibitor,47.0,20568.0,491928275.0,2305.0,2
69407176,25,68950199,sagittal,Zfp606,zinc finger protein 606,52.0,67370.0,491928275.0,23514.0,2
70200884,25,70044696,sagittal,Flnc,"filamin C, gamma",51.0,68794.0,491928275.0,37481.0,2
69261390,25,68909604,sagittal,Dlk2,delta-like 2 homolog (Drosophila),43.0,106565.0,491928275.0,11397.0,2
69202615,25,68814385,sagittal,Glt8d1,glycosyltransferase 8 domain containing 1,40.0,76485.0,491928275.0,32720.0,2
69169732,25,68770594,sagittal,Plekhg6,"pleckstrin homology domain containing, family G (with RhoGef domain) member 6",51.0,213522.0,491928275.0,32395.0,2
74734824,25,74357319,sagittal,Olfr676,olfactory receptor 676,52.0,259099.0,491928275.0,64955.0,2
69114115,25,68740682,sagittal,Dnajb13,"DnaJ (Hsp40) related, subfamily B, member 13",52.0,69387.0,491928275.0,70141.0,2
74581104,25,73989815,sagittal,Hyi,hydroxypyruvate isomerase homolog (E. coli),49.0,68180.0,491928275.0,12824.0,2
70231017,25,69594270,sagittal,Art3,ADP-ribosyltransferase 3,50.0,109979.0,491928275.0,911.0,2
74277665,25,73425170,sagittal,Zmym6,"zinc finger, MYM-type 6",49.0,100177.0,491928275.0,5186.0,2
73949707,25,72008771,sagittal,A530057D15Rik*,RIKEN cDNA A530057D15 gene (non-RefSeq),,,,,2
73513453,25,71393022,sagittal,Atp5g1,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)",36.0,11951.0,491928275.0,38017.0,2
69818379,25,69409372,sagittal,Rps16,ribosomal protein S16,52.0,20055.0,491928275.0,794.0,2
69816930,25,69401451,sagittal,Stard8,START domain containing 8,57.0,236920.0,491928275.0,22837.0,2
68410470,25,67966173,sagittal,Glis2,GLIS family zinc finger 2,42.0,83396.0,491928275.0,12821.0,2
68341908,25,67965850,sagittal,Mrps35,mitochondrial ribosomal protein S35,51.0,232536.0,491928275.0,11048.0,2
68191336,25,419240,sagittal,Tab2,TGF-beta activated kinase 1/MAP3K7 binding protein 2,35.0,68652.0,491928275.0,9019.0,2
69782670,25,69354772,sagittal,Padi4,"peptidyl arginine deiminase, type IV",49.0,18602.0,491928275.0,7883.0,2
69527884,25,69145795,sagittal,Ttc34,tetratricopeptide repeat domain 34,49.0,242800.0,491928275.0,130480.0,2
686218,25,356710,sagittal,Vps36,vacuolar protein sorting 36 (yeast),53.0,70160.0,491928275.0,9374.0,2
